restaurant_id,name,address,category,city,country,postalCode,state,status,expected_prep_time,max_delivery_radius,is_delivery,is_pickup,first_order_date
40195,Burger King,2000 E Edgerton Rd,Fast Food Restaurants,Broadview Heights,US,44147,OH,ACTIVE,36,6,Yes,Yes,12/20/2021
40196,Burger King,10037 Broadview Rd,Fast Food Restaurant,Broadview Heights,US,44147,OH,ACTIVE,34,12,Yes,Yes,10/29/2021
40197,Toppers Pizza,475 Chippewa Mall Dr,Fast Food Restaurants,Chippewa Falls,US,54729,WI,ACTIVE,22,10,Yes,Yes,11/29/2021
40198,Hernandez Mexican Restaurant,212 S 7th St,Fast Food Restaurants,Delavan,US,53115,WI,DELETED,38,10,Yes,Yes,12/9/2021
40199,Culver's,1931 E Geneva St,Fast Food Restaurant,Delavan,US,53115,WI,ACTIVE,20,9,Yes,Yes,11/7/2021
40200,Burger King,2680 Market St,Fast food restaurants,Christiansburg,US,24073,VA,ACTIVE,37,15,Yes,Yes,8/31/2021
40201,Arby's,2650 Market St,Fast Food Restaurant,Christiansburg,US,24073,VA,DELETED,22,7,Yes,Yes,5/30/2021
40202,Burger King,2680 Market St,Fast Food Restaurant,Christiansburg,US,24073,VA,ACTIVE,40,9,Yes,Yes,10/1/2021
40203,Burger King,1004 S Main St,Fast food restaurants,Farmville,US,23901,VA,ACTIVE,36,5,Yes,Yes,3/2/2021
40204,Glorious Foods Gourmet to go & Catering,1709 Allied Ln,Fast Food Restaurants,Charlottesville,US,22903,VA,DELETED,26,11,Yes,Yes,10/20/2021
40205,Little Caesars Pizza,1835 Ne Division St,Fast Food Restaurants,Gresham,US,97030,OR,ACTIVE,27,11,Yes,Yes,11/1/2021
40206,Arby's,9575 Dyer St,Fast Food Restaurants,El Paso,US,79924,TX,ACTIVE,37,8,Yes,Yes,10/8/2021
40207,Pizza Hut,2202 N Richmond Rd,Fast Food Restaurants,Wharton,US,77488,TX,ACTIVE,33,7,Yes,Yes,7/12/2021
40208,Burger King,3120 W Fm 120,Fast Food Restaurants,Denison,US,75020,TX,ACTIVE,23,9,Yes,Yes,6/24/2021
40209,McDonald's,1705 Expressway 83,Fast Food Restaurants,Penitas,US,78576,TX,ACTIVE,21,13,Yes,Yes,8/6/2021
40210,Burger King,2280 E Garrison St,Fast Food Restaurant,Eagle Pass,US,78852,TX,ACTIVE,27,10,Yes,Yes,3/8/2021
40211,Chick-Fil-A,2207 Veterans Blvd,Fast Food Restaurants,Del Rio,US,78840,TX,ACTIVE,35,15,Yes,Yes,1/9/2021
40212,Burger King,2208 Highway 21 E,Fast Food Restaurant,Bryan,US,77803,TX,ACTIVE,26,11,Yes,Yes,9/13/2021
40213,Schlotzsky's,1216 W Henderson St,Fast Food Restaurants,Cleburne,US,76033,TX,DELETED,39,13,Yes,Yes,1/11/2021
40214,Arby's,801 Ne Alsbury Blvd,"Restaurant, Fast Food Restaurant, and Sandwich Place",Burleson,US,76028,TX,DELETED,30,11,Yes,Yes,1/12/2021
40215,Chick-Fil-A,1105 N Burleson Blvd,Fast Food Restaurant,Burleson,US,76028,TX,ACTIVE,30,5,Yes,Yes,1/3/2021
40216,Burger King,5301 Bellaire Blvd,Fast Food Restaurant and Burger Joint,Bellaire,US,77401,TX,ACTIVE,30,15,Yes,Yes,6/16/2021
40217,Arby's,3824 S Clack St,Fast Food Restaurant,Abilene,US,79606,TX,DELETED,24,9,Yes,Yes,10/22/2021
40218,Golden Chick,2305 N Saint Marys St,American Restaurant and Fast Food Restaurant,Beeville,US,78102,TX,ACTIVE,33,13,Yes,Yes,9/6/2021
40219,Dairy Queen,90571 Main St,Fast Food Restaurants,Pettus,US,78146,TX,ACTIVE,31,15,Yes,Yes,3/10/2021
40220,Pizza Hut,210 W Sinton St,Fast Food Restaurants,Sinton,US,78387,TX,DELETED,26,13,Yes,Yes,9/3/2021
40221,Chicken Express,96 Cannan Dr,Fast Food Restaurants,Angleton,US,77515,TX,ACTIVE,33,8,Yes,Yes,3/21/2021
40222,McDonald's,1890 Bethlehem Pike,Fast Food Restaurant and Playground,Flourtown,US,19031,PA,DELETED,20,13,Yes,Yes,3/20/2021
40223,Arby's,707 Washington Ave,Fast Food,Chestertown,US,21620,MD,ACTIVE,36,10,Yes,Yes,2/2/2021
40224,Arby's,707 Washington Ave,Fast Food Restaurant,Chestertown,US,21620,MD,ACTIVE,24,5,Yes,Yes,12/6/2021
40225,Big House Burgers,1201 E Main St,Fast food restaurants,Alice,US,78332,TX,ACTIVE,20,14,Yes,Yes,10/27/2021
40226,Arby's,8586 S Orange Blossom Trl,Fast Food,Orlando,US,32809,FL,ACTIVE,22,15,Yes,Yes,5/1/2021
40227,McDonald's,6385 Dobbin Rd,Fast food restaurants,Columbia,US,21045,MD,ACTIVE,28,10,Yes,Yes,6/26/2021
40228,Burger King,6241 Washington Blvd,Fast Food Restaurant,Elkridge,US,21075,MD,DELETED,37,6,Yes,Yes,8/20/2021
40229,Arby's,505 S Oxford Valley Rd,Fast Food,Fairless Hills,US,19030,PA,DELETED,30,6,Yes,Yes,11/17/2021
40230,Arby's,505 S Oxford Valley Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Fairless Hills,US,19030,PA,ACTIVE,33,15,Yes,Yes,2/9/2021
40231,Arby's,888 E Main St,Fast Food Restaurants,Ephrata,US,17522,PA,DELETED,25,11,Yes,Yes,11/6/2021
40232,Pizza Hut,1247 Theatre Dr,Fast Food Restaurants,Ottumwa,US,52501,IA,ACTIVE,30,8,Yes,Yes,3/31/2021
40233,Arby's,470 Cummings St,Fast Food,Abingdon,US,24210,VA,ACTIVE,30,11,Yes,Yes,5/3/2021
40234,Arby's,470 Cummings St,Fast Food Restaurants,Abingdon,US,24210,VA,ACTIVE,22,6,Yes,Yes,4/11/2021
40235,Jerry's Subs & Pizza,6308 Richmond Hwy,"Sandwich Place, Pizza Place, and Fast Food Restaurant",Alexandria,US,22306,VA,DELETED,40,15,Yes,Yes,7/1/2021
40236,Jerry's Subs & Pizza,6308 Richmond Hwy,Fast Food Restaurants,Alexandria,US,22306,VA,ACTIVE,22,13,Yes,Yes,4/26/2021
40237,Fox's Pizza Den,1104 W High St,Fast Food Restaurants,Ebensburg,US,15931,PA,ACTIVE,24,14,Yes,Yes,2/3/2021
40238,Burger King,285 Jamesway Rd,Fast Food Restaurants,Ebensburg,US,15931,PA,ACTIVE,30,15,Yes,Yes,1/6/2021
40239,Arby's,4105 Peach St,Fast Food Restaurant,Erie,US,16509,PA,DELETED,21,13,Yes,Yes,7/30/2021
40240,Arby's,3720 Pine Ave,"American Restaurant, Fast Food Restaurant, and Sandwich Place",Erie,US,16504,PA,ACTIVE,23,9,Yes,Yes,9/17/2021
40241,Burger King,4868 Houston Rd,Fast Food Restaurant,Florence,US,41042,KY,ACTIVE,34,13,Yes,Yes,9/13/2021
40242,Burger King,105 S 3rd St,Fast Food Restaurant and Burger Joint,Coopersburg,US,18036,PA,DELETED,21,13,Yes,Yes,3/13/2021
40243,Pizza Pub,1306 E Main St,Fast Food Restaurants,Clarion,US,16214,PA,ACTIVE,22,11,Yes,Yes,9/12/2021
40244,Grande Italian Restaurant,4205 Washington Rd,Fast Food Restaurants,Canonsburg,US,15317,PA,ACTIVE,21,6,Yes,Yes,12/24/2021
40245,Pizza Hut,453 Valley Brook Rd Ste 200,Fast Food Restaurants,Canonsburg,US,15317,PA,DELETED,35,11,Yes,Yes,9/18/2021
40246,Burger King,1208 W Front St,Fast Food Restaurants,Berwick,US,18603,PA,ACTIVE,24,13,Yes,Yes,10/18/2021
40247,Pizza Hut,4960 Library Rd,Fast Food Restaurants,Bethel Park,US,15102,PA,DELETED,25,14,Yes,Yes,9/6/2021
40248,Burger King,9 Hudson Hollow Rd,Fast Food Restaurant,Frankfort,US,40601,KY,ACTIVE,39,15,Yes,Yes,1/15/2021
40249,Pizza Hut,1110 N 90th St,Fast Food,Seattle,US,98103,WA,ACTIVE,40,9,Yes,Yes,5/11/2021
40250,Arni's Crawfordsville,114 W Wabash Ave,Fast Food,Crawfordsville,US,47933,IN,ACTIVE,26,5,Yes,Yes,10/12/2021
40251,Arby's,1518 S Washington St,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Crawfordsville,US,47933,IN,ACTIVE,28,15,Yes,Yes,6/20/2021
40252,Pizza Hut,3921 S 76th St,Fast Food Restaurants,Milwaukee,US,53220,WI,ACTIVE,35,8,Yes,Yes,8/2/2021
40253,Arctic Circle,1075 N Fairfield Rd,Fast Food Restaurants,Layton,US,84041,UT,ACTIVE,35,7,Yes,Yes,4/3/2021
40254,Pizza Hut,1607 Elkhart Rd,Fast Food Restaurants,Goshen,US,46526,IN,ACTIVE,26,9,Yes,Yes,2/11/2021
40255,Arby's,909 Hyatt St,Fast Food Restaurants,Gaffney,US,29341,SC,DELETED,36,15,Yes,Yes,1/7/2021
40256,Burger King,2460 Mountain City Hwy,Fast Food Restaurants,Elko,US,89801,NV,DELETED,40,7,Yes,Yes,3/30/2021
40257,Pizza Barn,2598 Idaho St,Fast Food Restaurants,Elko,US,89801,NV,ACTIVE,37,12,Yes,Yes,8/9/2021
40258,McDonald's,313 Middle Country Rd,Fast food restaurants,Coram,US,11727,NY,ACTIVE,31,13,Yes,Yes,8/18/2021
40259,Jerry's Subs & Pizza,9711 Fort Meade Rd,Fast Food Restaurants,Laurel,US,20707,MD,ACTIVE,22,5,Yes,Yes,9/12/2021
40260,Burger King,778 Brookway Blvd,Fast Food Restaurant,Brookhaven,US,39601,MS,ACTIVE,29,14,Yes,Yes,6/14/2021
40261,Rico's Pizza & Subs,92 W Market St,Fast Food Restaurants,Corning,US,14830,NY,ACTIVE,24,13,Yes,Yes,3/18/2021
40262,B's Pizza,2 Wicks Blvd,Fast Food Restaurants,Corning,US,14830,NY,ACTIVE,37,13,Yes,Yes,6/15/2021
40263,Burger King,1104 Sunrise Hwy,Fast food restaurants,Amityville,US,11701,NY,ACTIVE,35,13,Yes,Yes,6/14/2021
40264,McDonald's,425 E Main St,Fast Food Restaurant,Pickens,US,29671,SC,DELETED,22,8,Yes,Yes,2/14/2021
40265,McDonald's,106 Garner Rd,Fast Food,Spartanburg,US,29303,SC,ACTIVE,26,11,Yes,Yes,6/28/2021
40266,Burger King,2619 Brandermill Blvd,Fast Food Restaurant and Burger Joint,Gambrills,US,21054,MD,DELETED,37,5,Yes,Yes,5/10/2021
40267,McDonald's,613 E 4th Ave,Fast Food Restaurant,Red Springs,US,28377,NC,ACTIVE,22,9,Yes,Yes,10/20/2021
40268,Domino's Pizza,104 School St,Fast Food Restaurants,Glen Cove,US,11542,NY,ACTIVE,28,9,Yes,Yes,9/6/2021
40269,Dairy Queen,2789 Interstate Highway 20,Ice Cream Shop and Fast Food Restaurant,Van,US,75790,TX,ACTIVE,35,15,Yes,Yes,10/10/2021
40270,Dairy Queen,2789 Interstate Highway 20,Fast Food Restaurants,Van,US,75790,TX,ACTIVE,35,12,Yes,Yes,10/16/2021
40271,Dairy Queen,111 State Highway 239 E,Fast Food Restaurants,Tivoli,US,77990,TX,ACTIVE,36,11,Yes,Yes,8/9/2021
40272,Dairy Queen,1301 N Dickinson Dr,Fast Food,Rusk,US,75785,TX,DELETED,23,11,Yes,Yes,10/10/2021
40273,Dairy Queen,300 S Main St,Fast Food Restaurants,Borger,US,79007,TX,ACTIVE,31,5,Yes,Yes,11/11/2021
40274,Dairy Queen,900 Highway 80,Fast Food Restaurant,San Marcos,US,78666,TX,DELETED,29,12,Yes,Yes,10/30/2021
40275,Dairy Queen,849 E Commerce St,Fast Food Restaurant,San Antonio,US,78205,TX,ACTIVE,35,12,Yes,Yes,4/11/2021
40276,Dairy Queen,2282 SE Military Dr,Ice Cream Shop and Fast Food Restaurant,San Antonio,US,78223,TX,ACTIVE,36,12,Yes,Yes,11/30/2021
40277,Hardee's,2188 Great Neck Sq,Fast Food Restaurants,Virginia Beach,US,23454,VA,ACTIVE,30,11,Yes,Yes,2/3/2021
40278,Hardee's,505 W 21st St,Fast Food Restaurants,Norfolk,US,23517,VA,ACTIVE,29,9,Yes,Yes,12/18/2021
40279,Hardee's,5000 W Broad St,Fast Food Restaurant,Richmond,US,23230,VA,DELETED,39,7,Yes,Yes,2/5/2021
40280,Hardee's,3011 Hershberger Rd NW,Fast Food Restaurant,Roanoke,US,24017,VA,ACTIVE,32,6,Yes,Yes,10/6/2021
40281,Hardee's,850 London Blvd,Fast Food Restaurant,Portsmouth,US,23704,VA,ACTIVE,29,6,Yes,Yes,12/15/2021
40282,Hardee's,1032 E Main St,Fast Food Restaurant,Pulaski,US,24301,VA,ACTIVE,27,7,Yes,Yes,10/22/2021
40283,Hardee's,8405 Hampton Blvd,Fast Food Restaurants,Norfolk,US,23505,VA,ACTIVE,38,9,Yes,Yes,3/21/2021
40284,Hardee's,430 Denbigh Blvd,Fast Food Restaurant,Newport News,US,23608,VA,ACTIVE,39,10,Yes,Yes,2/20/2021
40285,Hardee's,3750 Candlers Mountain Rd,Fast Food Restaurant,Lynchburg,US,24502,VA,ACTIVE,30,15,Yes,Yes,7/19/2021
40286,Hardee's,501 S Hicks St,Fast Food Restaurant,Lawrenceville,US,23868,VA,ACTIVE,32,14,Yes,Yes,3/1/2021
40287,Hardee's,2231 Langhorne Rd,Fast Food Restaurant,Lynchburg,US,24501,VA,ACTIVE,31,8,Yes,Yes,9/25/2021
40288,Port of Subs,2310 E Overland Rd,Fast Food Restaurant,Meridian,US,83642,ID,ACTIVE,35,8,Yes,Yes,11/15/2021
40289,Port of Subs,3635 S Rainbow Blvd,Fast Food,Las Vegas,US,89103,NV,ACTIVE,27,12,Yes,Yes,1/15/2021
40290,Port of Subs,8552 W Lake Mead Blvd,Fast Food,Las Vegas,US,89128,NV,ACTIVE,25,6,Yes,Yes,5/22/2021
40291,Port of Subs,9101 W Sahara Ave,Fast Food,Las Vegas,US,89117,NV,ACTIVE,26,13,Yes,Yes,5/25/2021
40292,Port of Subs,35 Dayton Valley Rd,Fast Food Restaurants,Dayton,US,89403,NV,ACTIVE,29,10,Yes,Yes,9/2/2021
40293,Taco Bell,45201 Schoenherr Rd,Fast Food Restaurant,Utica,US,48315,MI,ACTIVE,20,15,Yes,Yes,9/19/2021
40294,Taco Bell,3860 S State Rd,Fast Food Restaurants,Ann Arbor,US,48108,MI,ACTIVE,24,14,Yes,Yes,1/25/2021
40295,Taco Bell,9640 Hageman Rd,Fast Food Restaurants,Bakersfield,US,93312,CA,DELETED,37,11,Yes,Yes,5/29/2021
40296,Dairy Queen,6255 Central Ave,Fast Food Restaurants,Portage,US,46368,IN,ACTIVE,40,9,Yes,Yes,8/7/2021
40297,Dairy Queen,6801 Highway 41 N,Fast Food Restaurant,Evansville,US,47711,IN,ACTIVE,28,9,Yes,Yes,12/10/2021
40298,Dairy Queen,3826 English Ave,Ice Cream Shop and Fast Food Restaurant Christian Park,Indianapolis,US,46201,IN,ACTIVE,21,7,Yes,Yes,1/20/2021
40299,Dairy Queen,3303 Lincolnway E,Fast Food Restaurant and Ice Cream Shop,Mishawaka,US,46544,IN,ACTIVE,29,11,Yes,Yes,10/2/2021
40300,Dairy Queen,4830 University Dr,Fast Food Restaurant,Evansville,US,47712,IN,ACTIVE,36,7,Yes,Yes,7/11/2021
40301,Dairy Queen,309 State Road 13 N,Fast Food Restaurants,North Manchester,US,46962,IN,ACTIVE,20,9,Yes,Yes,12/30/2021
40302,Dairy Queen,3302 Kamer Miller Rd,Fast Food Restaurants,New Albany,US,47150,IN,ACTIVE,33,15,Yes,Yes,7/6/2021
40303,Taco Bell,32940 Michigan Ave,Fast Food Restaurant,Wayne,US,48184,MI,ACTIVE,26,15,Yes,Yes,10/5/2021
40304,Dairy Queen,913 Charleston Ave,Fast Food Restaurants,Mattoon,US,61938,IL,ACTIVE,29,7,Yes,Yes,10/17/2021
40305,Dairy Queen,5636 W Irving Park Rd,Fast Food,Chicago,US,60634,IL,ACTIVE,34,6,Yes,Yes,7/16/2021
40306,Dairy Queen,685 W Main St,Fast Food Restaurant,El Paso,US,61738,IL,ACTIVE,28,10,Yes,Yes,4/2/2021
40307,Dairy Queen,601 E Oak St,Fast Food Restaurant,Mahomet,US,61853,IL,DELETED,29,6,Yes,Yes,6/29/2021
40308,McDonald's,35 White St,Fast Food,Cambridge,US,2140,MA,ACTIVE,34,8,Yes,Yes,9/26/2021
40309,Milk Street Cafe,50 Milk St,Fast Food Restaurants,Boston,US,2109,MA,ACTIVE,24,6,Yes,Yes,1/14/2021
40310,McDonald's,340 Longwood Ave,Fast Food Restaurants,Boston,US,2115,MA,DELETED,34,7,Yes,Yes,10/15/2021
40311,Taco Bell,2306 Dix Hwy,Fast Food Restaurant and Mexican Restaurant,Lincoln Park,US,48146,MI,ACTIVE,23,6,Yes,Yes,10/21/2021
40312,Taco Bell,1108 Lincoln Way East,Fast Food,Massillon,US,44646,OH,ACTIVE,30,11,Yes,Yes,2/11/2021
40313,Taco Bell,705 York Road,Fast Food,Kings Mountain,US,28086,NC,ACTIVE,32,12,Yes,Yes,7/6/2021
40314,Dairy Queen,401 S 2nd St,Fast Food Restaurants,Pekin,US,61554,IL,ACTIVE,26,13,Yes,Yes,9/26/2021
40315,Dairy Queen,4204 N Sheridan Rd,Fast Food Restaurants,Peoria,US,61614,IL,ACTIVE,35,6,Yes,Yes,2/12/2021
40316,Pei Wei,1084 S Gilbert Suite 601,Fast Food Restaurant,Gilbert,US,85296,AZ,ACTIVE,36,6,Yes,Yes,6/6/2021
40317,Dairy Queen,401 S 6th St,Fast Food Restaurant,Petersburg,US,62675,IL,ACTIVE,38,7,Yes,Yes,6/15/2021
40318,Dairy Queen,4605 E Maryland St,Fast Food Restaurants,Decatur,US,62521,IL,ACTIVE,25,14,Yes,Yes,11/27/2021
40319,Dairy Queen,3106 3 Oaks Rd,Fast Food Restaurants,Cary,US,60013,IL,ACTIVE,31,15,Yes,Yes,1/2/2021
40320,Dairy Queen,316 N Main St,Fast Food Restaurants,Monmouth,US,61462,IL,ACTIVE,20,13,Yes,Yes,3/17/2021
40321,Dairy Queen,201 E Deyoung St,Fast Food Restaurant,Marion,US,62959,IL,DELETED,30,5,Yes,Yes,12/9/2021
40322,Dairy Queen,201 E Deyoung St,Fast Food Restaurants,Marion,US,62959,IL,ACTIVE,20,9,Yes,Yes,2/24/2021
40323,W.G. Grinders,1453 Grandview Ave,Fast Food Restaurants,Columbus,US,43212,OH,ACTIVE,22,15,Yes,Yes,1/19/2021
40324,Foster's Freeze,4967 Eagle Rock Blvd,"Ice Cream Shop, Fast Food Restaurant, and Burger Joint",Los Angeles,US,90041,CA,ACTIVE,28,6,Yes,Yes,8/21/2021
40325,Caseys Carry Out Pizza,120 N Division Ave,Fast Food,Polo,US,61064,IL,ACTIVE,31,15,Yes,Yes,7/2/2021
40326,Tastee Freez,526 E Carl Albert Pkwy,Fast Food Restaurants,McAlester,US,74501,OK,ACTIVE,32,14,Yes,Yes,6/1/2021
40327,Taco Bueno,945 W Memorial Rd,Fast Food Restaurant,Oklahoma City,US,73114,OK,ACTIVE,28,12,Yes,Yes,8/27/2021
40328,McDonald's,1737 N University Ave,Fast Food Restaurants,Lafayette,US,70507,LA,ACTIVE,22,7,Yes,Yes,10/3/2021
40329,McDonald's,249 E State St,Fast Food Restaurants,Montrose,US,48457,MI,ACTIVE,34,12,Yes,Yes,7/16/2021
40330,Wendy's,8010 Sudley Rd,Fast Food Restaurant,Manassas,US,20109,VA,ACTIVE,31,10,Yes,Yes,7/26/2021
40331,Jimmy John's,6385 Monroe St,Fast Food Restaurant,Sylvania,US,43560,OH,ACTIVE,32,5,Yes,Yes,9/12/2021
40332,Subway,1211 Joe Frank Harris Pkwy SE,Fast Food Restaurants,Cartersville,US,30120,GA,ACTIVE,20,13,Yes,Yes,3/12/2021
40333,Subway,192 Lovvorn Ave,Fast Food Restaurants,Bowdon,US,30108,GA,ACTIVE,31,15,Yes,Yes,8/30/2021
40334,Dairy Queen,1185 Gray Hwy,Fast Food Restaurants,Macon,US,31211,GA,ACTIVE,40,7,Yes,Yes,8/30/2021
40335,Dairy Queen,3156 Frontage Rd,Fast Food Restaurants,Gainesville,US,30504,GA,DELETED,37,11,Yes,Yes,6/7/2021
40336,Dairy Queen,1224 Watson Blvd,Fast Food Restaurants,Warner Robins,US,31093,GA,ACTIVE,31,10,Yes,Yes,10/31/2021
40337,Subway,1637 Liberty Expy SE,Fast Food Restaurants,Albany,US,31705,GA,ACTIVE,40,6,Yes,Yes,8/22/2021
40338,Subway,1103 N Westover Blvd,Fast Food Restaurant,Albany,US,31707,GA,ACTIVE,30,10,Yes,Yes,12/15/2021
40339,Dairy Queen,119 Atlanta St,Fast Food Restaurants,Barnesville,US,30204,GA,ACTIVE,30,13,Yes,Yes,2/11/2021
40340,Dairy Queen,1035 Edgefield Rd,Fast Food Restaurant,North Augusta,US,29860,SC,ACTIVE,36,5,Yes,Yes,3/14/2021
40341,Dairy Queen,1035 Edgefield Rd,Ice Cream Shop and Fast Food Restaurant,North Augusta,US,29860,SC,ACTIVE,29,6,Yes,Yes,4/28/2021
40342,Hardee's,2500 Wilde Lake Blvd,Fast Food,Pensacola,US,32526,FL,ACTIVE,22,15,Yes,Yes,7/17/2021
40343,Hardee's,3439 Highway 77,Fast Food Restaurants,Panama City,US,32405,FL,DELETED,38,5,Yes,Yes,7/5/2021
40344,Dairy Queen,3473 Clairmont Rd NE,Fast Food,Atlanta,US,30319,GA,ACTIVE,34,6,Yes,Yes,3/12/2021
40345,Dairy Queen,2781 Chamblee Tucker Rd,Fast Food,Atlanta,US,30341,GA,DELETED,31,6,Yes,Yes,3/9/2021
40346,Dairy Queen,256 N Main St,Fast Food Restaurant,Jonesboro,US,30236,GA,ACTIVE,27,8,Yes,Yes,10/29/2021
40347,Dairy Queen,410 North Ave NE,Fast Food,Atlanta,US,30308,GA,ACTIVE,32,8,Yes,Yes,8/17/2021
40348,Hardee's,498 Busch Dr,Fast Food Restaurants,Jacksonville,US,32218,FL,ACTIVE,31,8,Yes,Yes,11/19/2021
40349,Hardee's,1500 Mayport Rd,Fast Food Restaurants,Atlantic Beach,US,32233,FL,DELETED,25,15,Yes,Yes,12/26/2021
40350,Hardee's,822 Beal Pkwy NW,Fast food restaurants,Fort Walton Beach,US,32547,FL,ACTIVE,28,7,Yes,Yes,2/12/2021
40351,Hardee's,5425 Cotton St,Fast Food Restaurants,Graceville,US,32440,FL,ACTIVE,27,12,Yes,Yes,8/8/2021
40352,Hardee's,1098 W International Speedway Blvd,Fast Food Restaurant,DeLand,US,32720,FL,ACTIVE,23,5,Yes,Yes,6/8/2021
40353,Hardee's,7237 Milford Harrington Hwy,Fast food restaurants,Harrington,US,19952,DE,ACTIVE,30,14,Yes,Yes,4/26/2021
40354,Hardee's,651 W Washington St,Fast Food Restaurant,Chattahoochee,US,32324,FL,DELETED,20,5,Yes,Yes,6/23/2021
40355,Hardee's,401 S Thompson St,Fast Food Restaurant,Springdale,US,72764,AR,ACTIVE,24,10,Yes,Yes,1/23/2021
40356,Papa John's Pizza,4513 Williamson Rd NW,"Pizza Place, Fast Food Restaurant, and Italian Restaurant Preston Park",Roanoke,US,24012,VA,ACTIVE,39,15,Yes,Yes,11/6/2021
40357,Burger King,631 Hogan Rd,Fast Food Restaurant,Bangor,US,4401,ME,ACTIVE,22,11,Yes,Yes,9/19/2021
40358,Papa John's Pizza,1783 Roanoke Rd,"Pizza Place, Italian Restaurant, and Fast Food Restaurant",Daleville,US,24083,VA,ACTIVE,22,13,Yes,Yes,9/10/2021
40359,Pizza Hut,22 S State Ave,Fast Food Restaurants,Dickinson,US,58601,ND,ACTIVE,40,15,Yes,Yes,11/2/2021
40360,Burger King,758 W Dixie Dr,Fast Food Restaurant,Asheboro,US,27205,NC,DELETED,33,9,Yes,Yes,3/7/2021
40361,Cook Out,4505 Kester Mill Rd,Fast Food Restaurant,Winston-Salem,US,27103,NC,ACTIVE,22,15,Yes,Yes,6/2/2021
40362,SUBWAY®,1641 S Jefferson Ave,Fast Food Restaurants,Saint Louis,US,63104,MO,ACTIVE,39,15,Yes,Yes,8/6/2021
40363,Krispy Krunchy Chicken,1051 W Maple Ave,Fast Food Restaurants,Eunice,US,70535,LA,DELETED,24,6,Yes,Yes,6/13/2021
40364,Hardee's/red Burrito,1305 Veterans Blvd,Fast Food Restaurant,Festus,US,63028,MO,ACTIVE,33,6,Yes,Yes,1/14/2021
40365,Arby's,13963 New Halls Ferry Rd,Fast Food,Florissant,US,63033,MO,ACTIVE,26,11,Yes,Yes,10/1/2021
40366,Lacey's On The Hill Restaurant,1701 Lacey St,Fast Food Restaurants,Cape Girardeau,US,63701,MO,ACTIVE,33,5,Yes,Yes,3/16/2021
40367,Dairy Queen,2724 Colonel Glenn Hwy,Fast Food Restaurants,Fairborn,US,45324,OH,ACTIVE,20,9,Yes,Yes,4/26/2021
40368,Dairy Queen,260 E Cuyahoga Falls Ave,Fast Food Restaurants,Akron,US,44310,OH,ACTIVE,33,12,Yes,Yes,9/10/2021
40369,Dairy Queen,235 N Broadway St,Ice Cream Shop and Fast Food Restaurant,New Philadelphia,US,44663,OH,ACTIVE,38,8,Yes,Yes,8/10/2021
40370,Dairy Queen,2163 Southgate Pkwy,Ice Cream Shop and Fast Food Restaurant,Cambridge,US,43725,OH,ACTIVE,37,7,Yes,Yes,3/17/2021
40371,Arby's,2399 David H Mcleod Blvd,Fast Food Restaurants,Florence,US,29501,SC,ACTIVE,27,11,Yes,Yes,4/19/2021
40372,Arby's,1420 S Irby St,Fast Food Restaurant,Florence,US,29505,SC,ACTIVE,36,7,Yes,Yes,11/28/2021
40373,Burger King,35 Manchester Rd,Fast Food Restaurant and Burger Joint,Derry,US,3038,NH,ACTIVE,39,12,Yes,Yes,6/26/2021
40374,McDonald's,195 Woodstock Ave,Fast Food Restaurant,Rutland,US,5701,VT,ACTIVE,24,10,Yes,Yes,12/30/2021
40375,McDonald's,1155 N Hill Field Rd,Fast Food,Layton,US,84041,UT,ACTIVE,32,15,Yes,Yes,9/25/2021
40376,McDonald's,41 Jayview Dr,Fast Food Restaurants,Enosburg Falls,US,5450,VT,ACTIVE,23,10,Yes,Yes,7/29/2021
40377,Pizza Pro,6096 Highway 49,Fast Food Restaurants,West Helena,US,72390,AR,ACTIVE,23,5,Yes,Yes,1/18/2021
40378,McDonald's,155 Dorset St,Fast Food Restaurant,South Burlington,US,5403,VT,DELETED,25,6,Yes,Yes,2/19/2021
40379,McDonald's,155 Dorset St,Fast Food,South Burlington,US,5403,VT,ACTIVE,20,9,Yes,Yes,11/28/2021
40380,McDonald's,1125 Shelburne Rd,Fast Food Restaurants,South Burlington,US,5403,VT,ACTIVE,23,15,Yes,Yes,8/25/2021
40381,McDonald's,71 Upper Main St,Fast Food Restaurant,Essex Junction,US,5452,VT,ACTIVE,24,7,Yes,Yes,3/31/2021
40382,McDonald's,44 S Park Dr,Fast Food Restaurant,Colchester,US,5446,VT,ACTIVE,40,11,Yes,Yes,5/13/2021
40383,Hardee's,101 Princeton Blvd,Fast Food Restaurant,Adairsville,US,30103,GA,ACTIVE,40,8,Yes,Yes,6/29/2021
40384,McDonald's,916 W North Temple,Fast Food Restaurant Fairpark,Salt Lake City,US,84116,UT,ACTIVE,27,8,Yes,Yes,6/22/2021
40385,McDonald's,909 W Riverdale Rd,Fast Food Restaurants,Ogden,US,84405,UT,DELETED,27,6,Yes,Yes,8/17/2021
40386,McDonald's,211 W 1230 N,Fast Food Restaurant,Provo,US,84604,UT,DELETED,20,14,Yes,Yes,7/5/2021
40387,McDonald's,819 N Sullivan Rd,Fast Food Restaurants,Veradale,US,99037,WA,ACTIVE,28,9,Yes,Yes,3/31/2021
